Train Recall,Test Recall,Train ROC-AUC,Test ROC-AUC
68.14198071866784,61.386138613861384,66.63014899211218,61.16592394791142
57.93163891323401,59.4059405940594,65.09640666082383,65.34219971909624
89.04469763365469,86.13861386138613,66.3891323400526,63.38454335801356
78.7467134092901,62.37623762376238,70.04820333041192,59.55939727072532
72.48028045574057,70.29702970297029,66.76161262050833,63.95762168160773
83.47940403155127,65.34653465346535,73.20333041191938,62.445596573667885
84.44347063978965,70.29702970297029,71.60385626643296,62.4690052192609
